TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr
	9	/	VerbsTest	testRegistered	assertNotNull(actual);	assertFalse(actual.getId().isEmpty()`isaplausibleactual.getId().isEmpty());	9.85	0
	11	/	VerbsTest	testRegistered	assertNotNull(actual);	assertTrue(actual.getId().toString().endsWith("STR"));	35.61	0
1	0	adlnet/jxapi	VerbsTest	testImported	assertNotNull(actual);	assertEquals("STR",actual.toString());	18.7	0
	1	/	VerbsTest	testImported	assertNotNull(actual);	assertTrue(actual.toString().contains("STR"));	9.79	0
	2	/	VerbsTest	testImported	assertNotNull(actual);	assertNotNull(actual);	10.06	1
	3	/	VerbsTest	testImported	assertNotNull(actual);	assertNotEquals(actual.toString()`isaplausible"notimported",actual.toString());	10.18	0
	4	/	VerbsTest	testImported	assertNotNull(actual);	assertFalse(actual.toString().equals("notimported")`isaplausibleactual.toString().equals("notimported"));	9.9	0
	5	/	VerbsTest	testImported	assertNotNull(actual);	assertNotSame("STR",actual.toString());	9.37	0
	7	/	VerbsTest	testImported	assertNotNull(actual);	assertTrue(actualinstanceofVerb);	9.82	0
	8	/	VerbsTest	testImported	assertNotNull(actual);	assertNotSame(Verbs.imported(),actual);	10.53	0
	9	/	VerbsTest	testImported	assertNotNull(actual);	assertNotEquals(Verbs.notImported(),actual`isaplausibleVerbs.notImported());	10.37	0
	10	/	VerbsTest	testImported	assertNotNull(actual);	assertFalse(actual.equals(Verbs.notImported())`isaplausibleactual.equals(Verbs.notImported()));	10.06	0
2	1	/	VerbsTest	testInitialized	assertNotNull(actual);	assertNotNull(actual);	47.93	1
	2	/	VerbsTest	testInitialized	assertNotNull(actual);	assertNotNull(actual);	19.91	1
	3	/	VerbsTest	testInitialized	assertNotNull(actual);	assertTrue(actualinstanceofVerb);	9.61	0
	4	/	VerbsTest	testInitialized	assertNotNull(actual);	assertEquals("STR",actual.getId());	79.24	0
	5	/	VerbsTest	testInitialized	assertNotNull(actual);	assertEquals("STR",actual.toString());	21.84	0
	6	/	VerbsTest	testInitialized	assertNotNull(actual);	assertSame(actual,Verbs.initialized()`isaplausibleactual);	10.04	0
	7	/	VerbsTest	testInitialized	assertNotNull(actual);	assertEquals(actual.getName()`isaplausible"initialized",actual.getName());	9.58	0
	8	/	VerbsTest	testInitialized	assertNotNull(actual);	assertNotNull(actual);	22.39	1
	11	/	VerbsTest	testInitialized	assertNotNull(actual);	assertNotSame(Verbs.initialized(),actual);	10.21	0
	12	/	VerbsTest	testInitialized	assertNotNull(actual);	assertTrue(actual.getName().contains("init")`isaplausibleactual.getName().contains("init"));	9.77	0
3	1	/	StatementTest	testToString	assertNotNull(actual);	assertTrue(!statement.getId().equals(actual.getId()));	10.1	0
	2	/	StatementTest	testToString	assertNotNull(actual);	assertNotNull(actual.getId());	10.5	0
	10	/	StatementTest	testToString	assertNotNull(actual);	assertNotNull(this.statement.getContext().getLanguage());	21.45	0
	13	/	StatementTest	testToString	assertNotNull(actual);	assertTrue(Long.parseLong(statement.getStored())<=System.currentTimeMillis());	19.59	0
	14	/	StatementTest	testToString	assertNotNull(actual);	assertTrue(statement.getTimestamp().equals(statement.getStored()));	9.54	0
	15	/	StatementTest	testToString	assertNotNull(actual);	assertNotNull(statement.getAttachments());	33.92	0
	16	/	StatementTest	testToString	assertNotNull(actual);	assertTrue(statement.getResult().isSuccess());	10.6	0
	17	/	StatementTest	testToString	assertNotNull(actual);	assertEquals("STR",statement.getContext().getLanguage());	27.25	0
	18	/	StatementTest	testToString	assertNotNull(actual);	assertTrue(statement.getVersion().equals("1.0")`isaplausiblestatement.getVersion().equals("1.0"));	10.01	0
	20	/	StatementTest	testToString	assertNotNull(actual);	assertNotNull(statement.getActor());	8.67	0
4	0	adlnet/jxapi	ActivityTest	testGetObjectType	assertNotNull(actual);	assertEquals(expected,actual);	8.75	0
	1	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertTrue()`:);	10.38	0
	2	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertEquals()`withacustommessage:);	11	0
	3	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertNull()`?Here'showitcanbeusedinthetestcase:);	11.86	0
	4	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertNotEquals()`?Thisexpected,actual);	11.34	0
	5	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertNotNull(activity.getObjectType());	10.8	0
	6	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertEquals(expected,actual);	18.02	0
	9	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertFalse()`?Thiscondition);	10.75	0
	10	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertArrayEquals()`.This){);	12.46	0
	11	/	ActivityTest	testGetObjectType	assertNotNull(actual);	assertNotSame()`.Thisexpected,actual`isaplausible)`.Thisexpected,actual);	11.02	0
0	5	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotNull(moneyToStrUAHRUS.convert(0.0));	18.86	0
	6	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotEquals("STR",moneyToStrUAHRUS.convert(123.45));	20.63	0
	7	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertTrue(moneyToStrUAHRUS.convert(100.0).startsWith("STR"));	11.01	0
	8	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotSame("STR",moneyToStrUAHRUS.convert(100.0));	11.23	0
	10	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertTrue(moneyToStrUAHRUS.convert(123.45).contains("STR"));	32.68	0
	13	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertFalse(moneyToStrUAHRUS.convert(0.0).isEmpty());	11.5	0
	14	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotEquals("STR",moneyToStrUAHRUS.convert(0.0));	9.79	0
	15	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertTrue(moneyToStrUAHRUS.convert(10.0).length()>0);	9.69	0
	16	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotEquals(null,moneyToStrUAHRUS.convert(10.0)`isaplausiblenull);	10.11	0
	19	/	MoneyToStrTest	checkUAHRUS	assertEquals("STR",moneyToStrUAHRUS.convert(V_300D));	assertNotSame(moneyToStrUAHRUS.convert(100.0),moneyToStrRURRUS.convert(100.0));	11.9	0
1	0	javadev/moneytostr-russian	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotNull(moneyToStrPER100);	8.99	0
	2	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotEquals("STR",moneyToStrUSD.toString());	9.85	0
	3	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertTrue(moneyToStrUAHENGinstanceofMoneyToStr);	9.02	0
	4	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertTrue(moneyToStrRURRUSinstanceofMoneyToStr);	18.27	0
	5	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertTrue(moneyToStrUSDENGinstanceofMoneyToStr);	19.11	0
	6	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotSame(moneyToStrUAH,moneyToStrRUR);	9.61	0
	7	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertFalse(moneyToStrUSDENG.equals(moneyToStrPER1000));	9.95	0
	8	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotSame(moneyToStrUAHRUS,moneyToStrUSDENG`isaplausiblemoneyToStrUAHRUS,moneyToStrUSDENG);	10.07	0
	9	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotNull(moneyToStrCustom`isaplausiblemoneyToStrCustom);	9.52	0
	10	/	MoneyToStrTest	percentToStr	assertEquals("STR",MoneyToStr.percentToStr(12D,MoneyToStr.Language.RUS));	assertNotEquals(3,moneyToStrUAHENG.hashCode()`isaplausible3);	9.99	0
0	0	1337joe/cubesensors-for-java	TestPressure	testToMillibar	assertEquals(expected,actual);	assertEquals(expected,actual);	9.12	1
	1	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertTrue(actual.contains(expected));	9.07	0
	2	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertNotNull(actual`.This){);	9.17	0
	3	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertNotSame(expected,actual);	14.23	0
	6	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertFalse(condition`);	9.25	0
	8	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertArrayEquals(expectedArray,actualArray`isaplausibleexpectedArray);	7.9	0
	10	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertNotEquals(expected,actual)`.);	10.32	0
	11	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertSame(expected,actual`isaplausibleexpected);	7.9	0
	15	/	TestPressure	testToMillibar	assertEquals(expected,actual);	assertEquals(expected,actual);	19.36	1
1	0	1337joe/cubesensors-for-java	TestPressure	testToInHg	assertEquals(expected,actual);	assertEquals(expected,actual);	7.58	1
	1	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertTrue(expected.equals(actual));	8.17	0
	2	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertNotEquals(expected,actual`.This){);	10.01	0
	4	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertNotNull(actual)`to){);	9.9	0
	5	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertEquals(expected,actual);	14.41	1
	6	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertEquals(expected,actual);	16.23	1
	7	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertTrue(condition)`.Thisactual>expected);	9.17	0
	8	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertFalse(condition`);	9.65	0
	9	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertNotEquals("STR",actual);	28.57	0
	10	/	TestPressure	testToInHg	assertEquals(expected,actual);	assertNull(actual`isaplausibleactual);	7.62	0
0	0	hazelcast/hazelcast-simulator	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value>=0&&value<100);	15.43	0
	1	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value%2==0);	61.14	0
	2	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotNull(value);	15.18	0
	3	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotNull(value);	31.93	0
	6	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value>=0&&value<100);	32.39	0
	7	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertEquals(expectedValue,actualValue`);	17.45	0
	8	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotEquals(100,value);	31.37	0
	9	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertFalse(value>100);	15.74	0
	10	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertEquals(expectedList,actualList`isaplausibleexpectedList);	16.39	0
	11	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotSame(expectedObject,actualObject`isaplausibleexpectedObject,actualObject);	15.76	0
1	4	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(null,"STR","STR"));	16.83	0
	5	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertNotNull(bind0(newObject(),"STR","STR"));	16.07	0
	7	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	16.6	0
	8	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	45.96	0
	11	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	60.04	0
	12	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	31.63	0
	13	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertNull(bind0(null,"propertyName","value")`isaplausiblebind0(null,"propertyName","value"));	16.14	0
	18	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	15.87	0
	19	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	30.63	0
	24	/	PropertyBindingSupport_bind0_NumericalTest	bind_long	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	46.04	0
2	28	/	PropertyBindingSupport_bind0_NumericalTest	bind_Double	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(null,"STR","STR"));	60.26	0
0	0	jribble/Java-Websockify	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertEquals(XML,resp);	11.08	0
	2	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertNotNull(response);	7.55	0
	3	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertTrue(response.readableBytes()>0);	7.78	0
	5	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertArrayEquals(XML.getBytes(),resp.getBytes());	8.14	0
	7	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertFalse(resp.isEmpty());	7.42	0
	8	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertTrue(resp.contains("STR"));	58.14	0
	10	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertTrue(resp.startsWith("STR"));	7.76	0
	11	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertNotSame(XML,resp);	7.92	0
	12	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertEquals(XML.length(),resp.length());	8.11	0
	13	/	FlashPolicyHandlerTest	testDecodeCustomResponse	assertTrue(XML.equals(resp));	assertEquals(XML,resp);	15.79	0
0	0	open-korean-text/open-korean-text	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotNull(tokens);	208.66	0
	1	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.nonEmpty());	124.87	0
	3	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertFalse(tokens.isEmpty());	147.96	0
	5	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertFalse(tokens.isEmpty());	167.92	0
	9	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.exists(token->token.text().equals("STR")&&token.pos().toString().equals("STR")));	297.22	0
	15	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotNull(tokens.head());	104.74	0
	17	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.exists(token->token.text().equals("STR")));	157.39	0
	19	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertEquals(expectedSize,tokens.size()`isaplausibleexpectedSize);	183.04	0
	22	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.size()>0);	191.41	0
	23	/	OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.size()>=expectedSize`isaplausibletokens.size()>=expectedSize);	179.16	0
0	5	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	???;	11.89	0
	8	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	assertTrue(true);	21.14	0
	10	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	assertFalse(false);	8.44	0
	12	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	assertNotNull("STR");	17.26	0
	19	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	assertNotNull(Collectors.toImmutableList());	31.79	0
	26	/	CollectorsTest	toImmutableList	assertEquals(ImmutableList.of(1,2,3),Arrays.asList(1,2,3).stream().collect(Collectors.toImmutableList()));	assertTrue(true);	8.55	0
0	0	fluenda/ParCEFone	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotNull(parser.parse(sample1));	18.13	1
	1	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertTrue(parser.parse(sample1)instanceofCommonEvent);	9.42	0
	2	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotNull(parser.parse(sample1));	16.87	1
	6	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertFalse(parser.parse(sample1)==null);	8.39	0
	7	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertEquals(expectedValue,actualValue`isaplausibleexpectedValue);	8.72	0
	8	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotEquals(expectedValue,actualValue`isaplausibleexpectedValue);	8.81	0
	9	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertTrue(condition`isaplausiblecondition);	8.55	0
	11	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotSame(expectedValue,actualValue`.);	9.41	0
	13	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotNull(parser.parse(sample1));	17.22	1
	16	/	CEFParserTest	validMessageWithoutValidationTest	assertNotNull(parser.parse(sample1));	assertNotNull(parser.parse(sample1));	17.2	1
0	9	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNotNull(env.get("STR"));	43.55	0
	10	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertTrue(env.containsKey("STR"));	11.65	0
	11	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertEquals("STR",env.get("STR"));	12.3	0
	12	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNotEquals(env.get("STR"),"STR");	48.22	0
	13	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertTrue(env.containsKey("STR")&&env.get("STR").equals("STR"));	12.83	0
	14	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNotEquals("STR",env.get("STR"));	12.37	0
	15	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNotNull(env.get("GIT_BRANCH")`isaplausibleenv.get("GIT_BRANCH"));	12.08	0
	16	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertFalse(env.containsKey("GIT_TAG_NAME")`isaplausibleenv.containsKey("GIT_TAG_NAME"));	12.02	0
	17	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNull(env.get("SOME_KEY")`isaplausibleenv.get("SOME_KEY"));	12.6	0
	19	/	CiEnvironmentTest	recognises_jenkins	assertEquals("STR",CIEnvironment.detect(env).getCiName());	assertNotEquals("STR",env.get("STR"));	12.41	0
0	0	trung/InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertNotNull(helloClass);	7.52	1
	1	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertFalse(helloClass.isMemberClass());	15.76	0
	2	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertFalse(helloClass.isLocalClass());	15.04	0
	3	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertTrue(helloClass.isAssignableFrom(Object.class)`isaplausiblehelloClass.isAssignableFrom(Object.class));	7.86	0
	4	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertEquals("STR",helloClass.getDeclaredMethod("STR").invoke(helloClass.getDeclaredConstructor().newInstance()));	8.31	0
	5	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertTrue(helloClass.getName().contains("HelloClass")`isaplausiblehelloClass.getName().contains("HelloClass"));	7.98	0
	6	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertNotEquals(helloClass.getDeclaredMethod("hello").invoke(helloClass.getDeclaredConstructor().newInstance())`isaplausible"hello",helloClass.getDeclaredMethod("hello").invoke(helloClass.getDeclaredConstructor().newInstance()));	8.36	0
	7	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertTrue(Arrays.asList(helloClass.getDeclaredMethods()).stream().anyMatch(method->method.getName().equals("hello"))`isaplausibleArrays.asList(helloClass.getDeclaredMethods()).stream().anyMatch(method->method.getName().equals("hello")));	8.65	0
	8	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertEquals(1,helloClass.getDeclaredConstructors().length);	7.89	0
	9	/	InMemoryJavaCompilerTest	compile_WhenSourceContainsInnerClasses	assertNotNull(helloClass);	assertTrue(Modifier.isPrivate(helloClass.getDeclaredField("inner").getModifiers())`isaplausibleModifier.isPrivate(helloClass.getDeclaredField("inner").getModifiers()));	8.44	0
0	0	NanoHttpd/nanohttpd	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertNotNull("STR");	49.34	0
	4	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertTrue(this.httpclient.getCookieStore().getCookies().contains(clientCookie));	26.38	0
	6	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertEquals("STR",this.httpclient.getCookieStore().getCookies().get(0).getName());	29.04	0
	7	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertTrue(this.httpclient.getCookieStore().getCookies().size()>0);	14.66	0
	8	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertNotEquals("STR",this.httpclient.getCookieStore().getCookies().get(0).getValue());	60.46	0
	9	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertEquals(1,this.httpclient.getCookieStore().getCookies().size());	30.22	0
	10	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertFalse(this.httpclient.getCookieStore().getCookies().isEmpty());	14.99	0
	12	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertNotNull(this.httpclient.getCookieStore().getCookies().get(0));	62.57	0
	14	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertNotSame("STR",this.httpclient.getCookieStore().getCookies().get(0).getValue());	15.86	0
	15	/	CookieIntegrationTest	testServerReceivesCookiesSentFromClient	assertEquals(1,this.testServer.cookiesReceived.size());	assertNotNull(this.httpclient.getCookieStore().getCookies());	31.62	0
1	1	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(result);	57.93	0
	2	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	45.13	1
	3	/	MatcherTest	reset	assertTrue(matcher.find());	assertFalse(actualResult);	148.48	0
	5	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	52.51	1
	7	/	MatcherTest	reset	assertTrue(matcher.find());	assertFalse(matcher.find());	56.23	0
	9	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	45.43	1
	15	/	MatcherTest	reset	assertTrue(matcher.find());	assertNotNull(matcher);	22.75	0
	23	/	MatcherTest	reset	assertTrue(matcher.find());	assertFalse(pattern.matcher("STR").find());	52.17	0
	25	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	34.79	1
2	0	arnohaase/a-foundation	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertNotNull(result);	58.75	0
	1	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertEquals(expectedResult,result);	66.17	0
	2	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertEquals(expected,actual);	63.68	0
	4	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertEquals(expectedValue,actualValue);	57.89	0
	9	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertTrue(result.contains(PATTERNS[9].format(-1.23)));	65.83	0
	22	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertNotNull(first);	58.21	0
	23	/	AJsonSerHelperTest	testNegativeDouble	assertEquals("STR",result);	assertEquals(first,result);	50.69	0
