TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
	3	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	"assertEquals(""STR"",m.markdown(input));"	0	1	26.254608869552612
	4	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	"assertEquals(""STR"",text.substring(start,end));"	0	1	26.254608869552612
	5	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	"assertEquals(""STR"",text.getWhitespaceCharacters());"	0	1	26.254608869552612
	6	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	"assertEquals(""STR"",txt);"	0	1	26.254608869552612
	7	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	assertTrue(boolean);	0	1	26.254608869552612
	8	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	assertFalse(boolean);	0	1	26.254608869552612
	9	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	"assertNotEquals(""STR"",actual);"	0	1	26.254608869552612
56	0	arnohaase/a-foundation	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertNotNull(result);	0	1	54.91884994506836
	1	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertArrayEquals(newbyte[]{91,34,97,34,44,110,117,108,108,93},baos.toByteArray());	0	1	54.91884994506836
	2	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result);"	1	1	54.91884994506836
	3	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertEquals(1,1);	0	1	54.91884994506836
	4	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertTrue(true);	0	1	54.91884994506836
	5	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertFalse(false);	0	1	54.91884994506836
	6	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertSame(out,state.peek());	0	1	54.91884994506836
	7	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	"assertNotEquals(""STR"",""STR"");"	0	1	54.91884994506836
	8	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertEquals(0.0,0.0);	0	1	54.91884994506836
	9	/	AJsonSerHelperTest	testNullStringInArray	"assertEquals(""STR"",result);"	assertTrue(Double.isNaN(Double.NaN));	0	1	54.91884994506836
57	0	arnohaase/a-foundation	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertTrue(true);	0	1	29.38055992126465
	1	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertFalse(false);	0	1	29.38055992126465
	2	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertEquals(expected,actual);	0	1	29.38055992126465
	3	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertArrayEquals(expectedArray,resultArray);	0	1	29.38055992126465
	4	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertNull(null);	0	1	29.38055992126465
	5	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertNotNull(object);	0	1	29.38055992126465
	6	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertNotSame(notExpected,actual);	0	1	29.38055992126465
	7	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertArrayEquals(expectedArray,actualArray);	0	1	29.38055992126465
	8	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertSame(expected,actual);	0	1	29.38055992126465
	9	/	SerializableTest	testHashSetSerializable	assertEquals(MyEquality.INSTANCE,JUnitTestSupport.equality(serDeser(AHashSet.empty(MyEquality.INSTANCE))));	assertEquals(expected,actual);	0	1	29.38055992126465
58	0	dbmdz/iiif-apis	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertEquals(authPattern,getAuthPattern());	0	1	31.060137033462524
	1	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertNotNull(authPattern);	0	1	31.060137033462524
	2	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertTrue(authPatterninstanceofAuthPattern);	0	1	31.060137033462524
	3	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertFalse(authPattern==null);	0	1	31.060137033462524
	4	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	"assertEquals(""STR"",getAuthPattern().getName());"	0	1	31.060137033462524
	5	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	"assertTrue(""STR"");"	0	1	31.060137033462524
	6	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertFalse(getAuthPattern().getName().isEmpty());	0	1	31.060137033462524
	7	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	"assertEquals(""STR"",""STR"");"	0	1	31.060137033462524
	8	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	"assertNotNull(""STR"");"	0	1	31.060137033462524
	9	/	SpecExamplesDeserializationTest	testCookieServiceWithExternalPattern	assertThat(service.getAuthPattern()).isEqualTo(AuthPattern.EXTERNAL);	assertTrue(authPattern.getLength()>=0);	0	1	31.060137033462524
59	0	nidi3/graphviz-java	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertEquals(1,opts.opts.keySet().size());	0	1	62.02418613433838
	1	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertEquals(2,args.length);	0	1	62.02418613433838
	2	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertEquals(0,opts.args.size());	0	1	62.02418613433838
	3	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertFalse(opts.opts.isEmpty());	0	1	62.02418613433838
	4	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertEquals(0,options.args.size());	0	1	62.02418613433838
	5	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertNotNull(opts);	0	1	62.02418613433838
	6	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertNotNull(options);	0	1	62.02418613433838
	7	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertEquals(0,opts.args.size());	0	1	62.02418613433838
	8	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	"assertThrows(IllegalArgumentException.class,""STR"");"	0	1	62.02418613433838
	9	/	GraphvizServerTest	cmdLineValueSeparated	"assertEquals(map(""STR"",""STR""),opts.opts);"	assertThrows(NullPointerException.class,()->{GraphvizServer.CmdOptions.parse(null)});	0	1	62.02418613433838
60	0	nidi3/graphviz-java	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertNull(""STR"");"	0	1	54.26756501197815
	1	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertFalse(""STR"");"	0	1	54.26756501197815
	2	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertTrue(""STR"");"	0	1	54.26756501197815
	3	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertEquals(""STR"",""STR"");"	0	1	54.26756501197815
	4	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertNotEquals(""STR"",""STR"");"	0	1	54.26756501197815
	5	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertNotNull(""STR"");"	0	1	54.26756501197815
	6	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertThrows(NullPointerException.class,""STR"");"	0	1	54.26756501197815
	7	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertTrue(""STR"");"	0	1	54.26756501197815
	8	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertFalse(""STR"");"	0	1	54.26756501197815
	9	/	AttributeValidatorTest	wrongScope	"assertMessage(ERROR,""STR"",""STR"",validate(attr(""STR"",5),NODE));"	"assertNotEquals(""STR"",""STR"");"	0	1	54.26756501197815
61	0	nidi3/graphviz-java	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertNotNull(Graph.with());	0	1	44.03113865852356
	1	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertNotEquals(Graph.with(),null);	0	1	44.03113865852356
	2	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertTrue(Graph.with()instanceofGraph);	0	1	44.03113865852356
	3	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertTrue(Graph.with().isEmpty());	0	1	44.03113865852356
	4	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertEquals(0,Graph.with().size());	0	1	44.03113865852356
	5	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	"assertEquals(""STR"",Graph.with().getClass().getSimpleName());"	0	1	44.03113865852356
	6	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertEquals(0,Graph.with().getNodes().size());	0	1	44.03113865852356
	7	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertTrue(Graph.with().getLinks().isEmpty());	0	1	44.03113865852356
	8	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertNotNull(Graph.with().getNodes());	0	1	44.03113865852356
	9	/	SerializerTest	privateAttribute	"assertSerialize(graph().graphAttr().with(""STR"",""STR"").with(node(""STR"").with(""STR"",""STR"")),""STR"");"	assertNotNull(Graph.with().getLinks());	0	1	44.03113865852356
62	0	fabric8io/fabric8-maven-plugin	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertNotNull(fakePlugin);	0	1	62.78592586517334
	1	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertTrue(fakePlugininstanceofPlugin);	0	1	62.78592586517334
	2	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertNotNull(config);	0	1	62.78592586517334
	3	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertTrue(configinstanceofMap);	0	1	62.78592586517334
	4	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertEquals(2,config.size());	0	1	62.78592586517334
	5	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertFalse(config.isEmpty());	0	1	62.78592586517334
	6	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	assertNotEquals(3,config.size());	0	1	62.78592586517334
	7	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	"assertArrayEquals(""STR"",config.keySet().toArray());"	0	1	62.78592586517334
	8	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	"assertEquals(""STR"",config.keySet().iterator().next());"	0	1	62.78592586517334
	9	/	MavenConfigurationExtractorTest	should_parse_simple_types	"assertThat(config).containsEntry(""STR"",""STR"").containsEntry(""STR"",""STR"");"	"assertEquals(""STR"",config.keySet().toArray()[1]);"	0	1	62.78592586517334
63	0	fabric8io/fabric8-maven-plugin	ProcessorConfigTest	order	assertEquals(2,result.size());	assertEquals(2,result.size());	1	1	52.60220789909363
	1	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertNotNull(result);	0	1	52.60220789909363
	2	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertFalse(result.isEmpty());	0	1	52.60220789909363
	3	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertNotEquals(result.get(0),null);	0	1	52.60220789909363
	4	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertNotNull(lookup);	0	1	52.60220789909363
	5	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertNotNull(ret);	0	1	52.60220789909363
	6	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertEquals(2,ret.size());	0	1	52.60220789909363
	7	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertNotEquals(result.get(1),null);	0	1	52.60220789909363
	8	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertTrue(!(result.get(0)instanceofString));	0	1	52.60220789909363
	9	/	ProcessorConfigTest	order	assertEquals(2,result.size());	assertTrue(!(result.get(1)instanceofInteger));	0	1	52.60220789909363
64	0	PeterisP/morphology	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertNotNull(sentences);	0	1	71.20126223564148
	1	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertTrue(sentences.size()>0);	0	1	71.20126223564148
	2	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertEquals(1,sentences.size());	1	1	71.20126223564148
	3	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertFalse(sentences.isEmpty());	0	1	71.20126223564148
	4	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertTrue(sentences.getFirst().size()>0);	0	1	71.20126223564148
	5	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertEquals(1,sentences.getFirst().size());	0	1	71.20126223564148
	6	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	"assertEquals(""STR"",sentences.getFirst().get(0).getForm());"	0	1	71.20126223564148
	7	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertTrue(sentences.getFirst().get(0).getLexeme().isPartOfSpeech(PartOfSpeech.VERB));	0	1	71.20126223564148
	8	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertEquals(1,sentences.getFirst().get(0).getLexeme().getPrimaryPos().getId());	0	1	71.20126223564148
	9	/	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	"assertEquals(""STR"",sentences.getFirst().get(0).getLexeme().getMorphCode());"	0	1	71.20126223564148
65	0	PeterisP/morphology	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertNotNull(tokens);	0	1	56.6934027671814
	1	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertNotEquals(null,tokens.get(0));	0	1	56.6934027671814
	2	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertFalse(tokens.isEmpty());	0	1	56.6934027671814
	3	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertTrue(tokens.size()>0);	0	1	56.6934027671814
	4	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	"assertEquals(""STR"",tokens.get(0).getWord());"	0	1	56.6934027671814
	5	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertTrue(tokens.get(0)instanceofWord);	0	1	56.6934027671814
	6	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	"assertArrayEquals(""STR"",tokens.toArray());"	0	1	56.6934027671814
	7	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	"assertEquals(""STR"",tokens.getFirst());"	0	1	56.6934027671814
	8	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	"assertArrayEquals(""STR"",tokens.toArray(newWord[tokens.size()]));"	0	1	56.6934027671814
	9	/	TokenizeTest	year_numerals	assertEquals(2,tokens.size());	assertSame(tokens.get(0),tokens.getFirst());	0	1	56.6934027671814
66	0	NanoHttpd/nanohttpd	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	assertThrows(NullPointerException.class,()->getMimeTypeForFile(null));	0	1	49.60920810699463
	1	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertEquals(""STR"",""STR"");"	0	1	49.60920810699463
	2	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertNotEquals(null,""STR"");"	0	1	49.60920810699463
	3	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertTrue(""STR"");"	0	1	49.60920810699463
	4	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertFalse(""STR"");"	0	1	49.60920810699463
	5	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertEquals(""STR"",""STR"");"	0	1	49.60920810699463
	6	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertNotNull(""STR"");"	0	1	49.60920810699463
	7	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertNotSame(""STR"",""STR"");"	0	1	49.60920810699463
	8	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertNotEquals(""STR"",""STR"");"	0	1	49.60920810699463
	9	/	MimeTest	testOverwritenMimeType	"assertEquals(""STR"",NanoHTTPD.getMimeTypeForFile(""STR""));"	"assertSame(""STR"",""STR"");"	0	1	49.60920810699463
67	0	NanoHttpd/nanohttpd	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertNotNull(routePrioritizer);	0	1	43.71711301803589
	1	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertFalse(routePrioritizer.getPrioritizedRoutes().isEmpty());	0	1	43.71711301803589
	2	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	"assertNotEquals(""STR"",routePrioritizer.getPrioritizedRoutes());"	0	1	43.71711301803589
	3	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertNotEquals(Collections.emptySet(),routePrioritizer.getPrioritizedRoutes());	0	1	43.71711301803589
	4	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertEquals(Collections.emptyList(),routePrioritizer.getPrioritizedRoutes());	0	1	43.71711301803589
	5	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertTrue(routePrioritizer.getPrioritizedRoutes().containsAll(Collections.EMPTY_LIST));	0	1	43.71711301803589
	6	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	1	1	43.71711301803589
	7	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertSame(Collections.EMPTY_LIST,routePrioritizer.getPrioritizedRoutes());	0	1	43.71711301803589
	8	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertEquals(Collections.emptyList(),newArrayList<>(routePrioritizer.getPrioritizedRoutes()));	0	1	43.71711301803589
	9	/	TestNanolets	testProvidedPriorityRoutePrioritizerNullUri	assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertArrayEquals(newObject[]{},routePrioritizer.getPrioritizedRoutes().toArray());	0	1	43.71711301803589
68	0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertNotNull(a);	0	1	93.78137803077698
	1	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertNotNull(b);	0	1	93.78137803077698
	2	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertTrue(ainstanceofPuzzle);	0	1	93.78137803077698
	3	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertTrue(binstanceofPuzzle);	0	1	93.78137803077698
	4	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertNotEquals(a.toString(),b.toString());	0	1	93.78137803077698
	5	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertArrayEquals(newint[]{1,2,3,4,5,6,7,8,9},a.getCells());	0	1	93.78137803077698
	6	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertEquals(9,a.getCells().length);	0	1	93.78137803077698
	7	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertEquals(9,a.getCell(0));	0	1	93.78137803077698
	8	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	"assertEquals(""STR"",a.toString());"	0	1	93.78137803077698
	9	/	PuzzleTest	different_cells_means_different_puzzle	assertNotEquals(a,b);	assertFalse(a.isSolved());	0	1	93.78137803077698
