TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	Time	Correct
	3	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertNotNull(actual);	24.03	1
	4	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertNotEquals(expected, actual);	23.02	0
	5	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertNotNull(actual);	21.13	0
	6	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertSame(expected, actual);	18.17	0
	7	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertFalse(condition);	18.52	0
	8	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertNull(actual);	23.43	0
	9	adlnet/jxapi	ActivityDefinitionTest	testGetType	assertNotNull(actual);	assertArrayEquals(expectedArray, actualArray);	19.55	0
1	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertEquals(qResult.size(), 2);	43.15	1
	3	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertTrue(qResult.size() <= 2);	46.4	0
	4	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertNotNull(qResult);	43.62	0
	5	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertFalse(qResult.isEmpty());	43.03	0
	6	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertNotEquals(0, qResult.size());	41.65	0
	7	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertNotEquals(0, qResult.size());	41.92	0
	8	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertArrayEquals(expectedResult2}, new Object[] {qResult.get(0));	44.3	0
	11	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertEquals(2, qResult.size());	73.14	0
	14	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertTrue(qResult != null && !qResult.isEmpty());	41.33	0
	15	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertTrue(!qResult.isEmpty());	42.8	0
2	4	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(db.getMetadata().getSchema().existsClass("company"));	93.99	0
	5	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertFalse(db.isClosed());	37.96	0
	6	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(db.getStorage());	37.16	0
	7	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(db.exists());	36.85	0
	8	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(db.command(new OCommandSQL("CREATE CLASS company")));	39.58	0
	9	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(db.getMetadata().getSchema().getClass("company"));	37.39	0
	10	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals("memory:OCommandExecutorSQLCreatePropertyTest", db.getName().substring(0, 41));	39.19	0
	13	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(1, db.countClass("company"));	35.37	0
	14	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotEquals("", db.getClusterNameById(db.getDefaultClusterId()));	37.95	0
	15	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertFalse(db.isClosed());	37.26	0
3	2	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertEquals();	35.47	0
	4	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNotNull() ) {);	38.43	0
	9	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertFalse() ) {);	20.45	0
	10	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNotEquals() ) {);	20.62	0
	11	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNull() ) {);	20.23	0
	12	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertSame() ) {);	20.55	0
	14	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNotSame() ) {);	20.44	0
	15	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertThat() ) {);	19.81	0
	18	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertEquals() ) {);	20.38	0
	21	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertArrayEquals() ) {);	20.1	0
4	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertTrue(query.toString().contains("friend1") && query.toString().contains("friend2") && query.toString().contains("friend3") && query.toString().contains("uid = 2"));	23.67	0
	1	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertNotEquals(-1, query.indexOf("friend1"));	53.38	0
	2	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertEquals("friend1,friend2,friend3|friend1,friend3|", query.toString());	23.28	0
	3	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertSame(db.getClass(), ODatabaseDocumentTx.class);	21.16	0
	4	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertFalse(query.toString().isEmpty());	21.23	0
	5	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertNotNull(db);	20.59	0
	6	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertNotSame(query.toString().length(), 0);	21.06	0
	8	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertNotEquals(null, db);	20.23	0
	10	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertTrue(query.toString().contains("TriangleV") && query.toString().contains("TriangleE") && query.toString().contains("uid = 2"));	23.35	0
	11	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	Assert.assertTrue(result.hasNext());	assertArrayEquals("STR"}, friendList[0]);	22.11	0
5	5	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertFalse(db.getMetadata().getSchema().existsClass("manager"));	49.72	0
	7	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertFalse(db.getMetadata().getSchema().existsClass("employee"));	21.76	0
	8	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().existsClass("OrgChart"));	21.72	0
	10	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertFalse(db.getMetadata().getSchema().existsClass("person"));	21.84	0
	12	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertFalse(db.getMetadata().getSchema().existsClass("department"));	21.9	0
	14	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().getClass("Person") != null);	21.17	0
	17	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().existsClass("Manager"));	20.74	0
	20	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().getClass("Department") != null);	21.21	0
	23	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().existsClass("Vertex"));	21.19	0
	26	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	Assert.assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue(db.getMetadata().getSchema().existsClass("Edge"));	20.34	0
6	3	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertFalse(set.iterator().hasNext());	21.05	0
	4	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(set.iterator().hasNext());	21.44	0
	6	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertEquals(1, ((Set<?>) ((ODocument) res.next().getProperty("set"))).size());	21.54	0
	9	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertFalse(((Set<?>) ((ODocument) res.next().getProperty("set"))).isEmpty());	21.99	0
	11	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertNotNull(set);	21.3	0
	12	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertNotNull(res.next().getProperty("set"));	21.81	0
	14	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(((ODocument) res.next().getProperty("set")).containsField("one"));	22.22	0
	17	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(((Set<?>) ((ODocument) res.next().getProperty("set"))).contains(emb));	21.19	0
	18	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(((Set<?>) ((ODocument) res.next().getProperty("set"))).contains(emb));	22.75	0
	20	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(set.contains(emb));	20.2	0
7	0	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	36.09	1
	1	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	65.39	1
	2	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertTrue(!doc.isDirty());	36.53	0
	3	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertEquals(false, doc.isDirty());	34.02	0
	4	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertNotEquals(true, doc.isDirty());	33.86	0
	5	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertSame(false, doc.isDirty());	34.44	0
	6	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertNotSame(true, doc.isDirty());	32.76	0
	7	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertNotNull(doc);	32.54	0
	8	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertNull(null);	33.44	0
	9	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	Assert.assertFalse(doc.isDirty());	assertTrue(doc instanceof ODocument);	33.49	0
8	0	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertEquals(className, db.getMetadata().getSchema().getClass(className).getName());	37.05	0
	1	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertTrue(db.getMetadata().getSchema().existsClass(className));	37.55	0
	2	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertFalse(db.getMetadata().getSchema().existsClass("non_existing_class"));	37.25	0
	3	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertNotEquals("non_existing_class", db.getMetadata().getSchema().getClass(className).getName());	37.28	0
	4	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertNull(db.getMetadata().getSchema().getClass("non_existing_class"));	37.25	0
	6	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertEquals(32, db.getMetadata().getSchema().getClass(className).getClusterIds().length);	61.86	0
	8	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertTrue(db.getMetadata().getSchema().getClass(className) instanceof OClass);	34.8	0
	9	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertFalse(db.getMetadata().getSchema().existsClass("non_existing_class"));	37.19	0
	10	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertEquals(className, db.getMetadata().getSchema().getClass(className).getName().toLowerCase());	37.05	0
	11	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	Assert.assertNotNull(clazz);	assertTrue(db.getMetadata().getSchema().getClass(className).getClusterIds().length > 0);	36.24	0
9	0	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(request.getOperations().size(), 1);	17.87	1
	1	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertTrue(request.getOperations().size() > 0);	17.83	0
	2	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotNull(request.getOperations());	14.96	0
	3	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotEquals(0, request.getOperations().size());	15.33	0
	4	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertSame(operations, request.getOperations());	14.71	0
	5	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertArrayEquals(operations.toArray(), request.getOperations().toArray());	15.05	0
	7	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertFalse(request.getOperations().isEmpty());	13.63	0
	8	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertSame(operations.size(), request.getOperations().size());	15.17	0
	9	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotSame(0, request.getOperations().size());	15.17	0
	10	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertTrue(request.getOperations().containsAll(operations));	14.88	0
10	0	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertTrue(db.getMetadata().getSchema().existsClass("testLinkMapWithSubqueries"));	37.36	0
	2	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertEquals("testLinkMapWithSubqueries", db.getMetadata().getSchema().getClass("testLinkMapWithSubqueries").getName());	39.83	0
	4	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertNotNull(db.command("SELECT FROM testLinkMapWithSubqueries"));	35.31	0
	5	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertTrue(db.getMetadata().getSchema().getClass("testLinkMapWithSubqueries").existsProperty("mymap"));	37.82	0
	7	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertTrue(db.getMetadata().getSchema().existsClass("testLinkMapWithSubqueriesTheItem"));	35.82	0
	10	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertEquals("testLinkMapWithSubqueriesTheItem", db.getMetadata().getSchema().getClass("testLinkMapWithSubqueries").getProperty("mymap").getLinkedClass().getName());	74.32	0
	13	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertTrue(db.getMetadata().getSchema().getClass("testLinkMapWithSubqueriesTheItem").existsProperty("name"));	38.23	0
	15	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertTrue(db.getMetadata().getSchema().existsClass("testLinkMapWithSubqueries"));	36.67	0
	18	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	Assert.assertEquals(1,theMap.size());	assertNotNull(db.getMetadata().getSchema().getClass("testLinkMapWithSubqueries").getProperty("mymap").getLinkedClass());	38.05	0
11	0	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNotNull(manager);	33.69	0
	1	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().isEmpty());	36.54	0
	2	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertEquals(0, manager.getNewRecords().size());	33.64	0
	3	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertSame(Collections.EMPTY_SET, manager.getNewRecords());	32.6	0
	4	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertArrayEquals(new Object[]{}, manager.getNewRecords().toArray());	33.46	0
	5	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertFalse(manager.getNewRecords().iterator().hasNext());	33.58	0
	7	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNotEquals(0, manager.getNewRecords().size());	58.79	0
	8	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertSame(Collections.emptySet(), manager.getNewRecords());	32.23	0
	9	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().isEmpty());	33.7	0
12	0	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertEquals(0, array.size());	31.6	1
	1	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertTrue(array.size() == 0);	36.27	0
	2	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertSame(0, array.size());	34.6	0
	3	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertNotNull(array);	32.34	0
	4	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertNotEquals(1, array.size());	32.41	0
	6	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertFalse(array.size() != 0);	32.34	0
	7	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertNull(array.get(0));	31.68	0
	8	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertNotSame(1, array.size());	31.98	0
	9	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertEquals(0, array.size());	59.12	1
	11	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	Assert.assertEquals(0,array.size());	assertNotEquals(1, array.size());	31.9	0
13	0	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertEquals(2, keysToRemove.size());	32.72	0
	1	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertTrue(true);	67.75	0
	2	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotNull(propertyIndexByValue);	33.68	0
	4	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotEquals(0, keysToAdd.size());	32.39	0
	5	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotSame(propertyIndexByKey, propertyIndexByIntegerKey);	32.62	0
	7	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertTrue(keysToRemove.containsKey("12"));	34.03	0
	9	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotEquals(0, propertyIndexByIntegerKey.hashCode());	32.18	0
	10	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertTrue(keysToRemove.containsValue(1));	33.35	0
	11	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNull(keysToAdd.get("invalidKey"));	32.72	0
	12	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertArrayEquals(new Integer[]{1}, keysToRemove.values().toArray());	33.71	0
14	0	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertEquals(from.getRid(), to.getRid());	17.63	1
	1	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertNotEquals(from.getRid(), new ORecordId());	20.54	0
	2	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertNotNull(from.getRid());	16.12	0
	4	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertTrue(from.getRid().isPersistent());	15.89	0
	7	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertFalse(from.getRid().isNew());	17.18	0
	8	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertNotSame(from, to);	16.32	0
	12	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertEquals(new ORecordId(12,0), to.getRid());	30.27	0
	13	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertTrue(!from.equals(to));	16.53	0
	15	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertTrue(from.equals(from));	15.64	0
	16	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	Assert.assertEquals(from.getRid(),to.getRid());	assertFalse(from.getRid().isValid());	17.29	0
15	0	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertEquals(1, keysToAdd.size());	32.87	0
	1	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertTrue(keysToAdd.containsKey("42"));	36	0
	2	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertFalse(keysToRemove.containsKey("42"));	33.25	0
	3	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertTrue(keysToRemove.isEmpty());	32.46	0
	4	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertEquals(0, keysToRemove.size());	32.09	0
	5	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotNull(propertyIndex);	33.78	0
	6	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotEquals(0, addedKeys.size());	34.1	0
	7	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertEquals(1, addedKeys.size());	33.15	0
	8	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertFalse(keysToAdd.isEmpty());	32.58	0
	9	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	Assert.assertEquals(keysToAdd,addedKeys);	assertNotEquals(0, keysToAdd.size());	34.13	0
